,State,Geographic area,Population,Density per square mile of land area - Population
21770,New Jersey,"Dunellen borough, Middlesex County",7227,6894.8
6321,Hawaii,"Mililani Town CDP, Honolulu County",27629,6896.1
40591,Puerto Rico,"Bayam�_n zona urbana, Bayam�_n Municipio",185996,6896.2
29214,Pennsylvania,"Bridgeport borough, Montgomery County",4554,6909.2
30706,Pennsylvania,"Messiah College CDP, Cumberland County",2215,6909.3
34066,Texas,"Cloverleaf CDP, Harris County",22942,6915
4993,Florida,"Lauderdale-by-the-Sea town, Broward County",6056,6916.1
2442,California,"Delft Colony CDP, Tulare County",454,6917
40594,Puerto Rico,"Betances comunidad, Cabo Rojo Municipio",876,6922.9
35514,Texas,"Southside Place city, Harris County",1715,6931.9
6821,Illinois,"Burbank city, Cook County",28925,6932.4
4940,Florida,"Kendale Lakes CDP, Miami-Dade County",56148,6933.3
22254,New Jersey,"South Bound Brook borough, Somerset County",4563,6933.8
13441,Massachusetts,"Medford city, Middlesex County",56173,6934
21952,New Jersey,"Lake Como borough, Monmouth County",1759,6943.6
4301,Connecticut,"New Haven city, New Haven County",129779,6948
4302,Connecticut,"New Haven town, New Haven County",129779,6948
34934,Texas,"Mikes CDP, Starr County",910,6948.9
23620,New York,"Great Neck Gardens CDP, Nassau County",1186,6949.7
22384,New Jersey,"Wood-Ridge borough, Bergen County",7626,6951.6
2106,California,"Alameda city, Alameda County",73812,6956.3
28939,Pennsylvania,"Aldan borough, Delaware County",4152,6958
5638,Georgia,"Clarkston city, DeKalb County",7554,6958.3
3397,California,"South San Francisco city, San Mateo County",63632,6961.4
24565,New York,"Salisbury CDP, Nassau County",12093,6962.5
5118,Florida,"North Miami city, Miami-Dade County",58786,6990.7
13161,Maryland,"Wheaton CDP, Montgomery County",48284,6998.2
3072,California,"Oakland city, Alameda County",390724,7004
1243,Arizona,"Littletown CDP, Pima County",873,7006.7
40679,Puerto Rico,"Ingenio comunidad, Toa Baja Municipio",5354,7007.5
30694,Pennsylvania,"Media borough, Delaware County",5327,7016.3
22179,New Jersey,"Rahway city, Union County",27346,7016.8
22187,New Jersey,"Red Bank borough, Monmouth County",12206,7019.1
29372,Pennsylvania,"Chester city, Delaware County",33972,7020.3
21674,New Jersey,"Bradley Beach borough, Monmouth County",4298,7023.6
29544,Pennsylvania,"Dale borough, Cambria County",1234,7023.8
2402,California,"Costa Mesa city, Orange County",109960,7024.6
40743,Puerto Rico,"Naguabo zona urbana, Naguabo Municipio",4443,7029.4
24888,New York,"Waterford village, Saratoga County",1990,7035.8
40708,Puerto Rico,"La Yuca comunidad, Ponce Municipio",665,7039
6841,Illinois,"Calumet Park village, Cook County",7835,7043.4
28999,Pennsylvania,"Arnold city, Westmoreland County",5157,7044.7
21626,New Jersey,"Audubon Park borough, Camden County",1023,7046.7
40813,Puerto Rico,"Santa B��rbara comunidad, Can�_vanas Municipio",4622,7067.8
40745,Puerto Rico,"Olimpo comunidad, Guayama Municipio",2064,7070.1
3391,California,"South El Monte city, Los Angeles County",20116,7075
32190,Pennsylvania,"Wilkinsburg borough, Allegheny County",15930,7076.4
31512,Pennsylvania,"Sharpsburg borough, Allegheny County",3446,7078.3
40590,Puerto Rico,"Bartolo comunidad, R�_o Grande Municipio",1311,7081.3
17409,Minnesota,"Minneapolis city, Hennepin County",382578,7088.3
3484,California,"Torrance city, Los Angeles County",145438,7102.2
2709,California,"Huntington Beach city, Orange County",189992,7102.9
24935,New York,"West Hempstead CDP, Nassau County",18862,7102.9
32144,Pennsylvania,"West Reading borough, Berks County",4212,7119.5
3506,California,"Twin Lakes CDP, Santa Cruz County",4917,7122.2
34954,Texas,Harris County (part),12416,7133.3
24222,New York,"North Merrick CDP, Nassau County",12272,7139.6
19236,Missouri,"Country Club Hills city, St. Louis County",1274,7143
23280,New York,"Copiague CDP, Suffolk County",22993,7144.3
19934,Missouri,"St. George city, St. Louis County",1337,7146.3
13027,Maryland,"Parkville CDP, Baltimore County",30734,7162.4
26526,Ohio,"Cheviot city, Hamilton County",8375,7172
32258,Pennsylvania,"Yeadon borough, Delaware County",11443,7175
4246,Connecticut,"Hartford city, Hartford County",124775,7178.9
4247,Connecticut,"Hartford town, Hartford County",124775,7178.9
28986,Pennsylvania,"Arcadia University CDP, Montgomery County",595,7181
34070,Texas,"Cockrell Hill city, Dallas County",4193,7183.1
22084,New Jersey,"New Milford borough, Bergen County",16341,7186
5443,Florida,"Westwood Lakes CDP, Miami-Dade County",11838,7200.1
21984,New Jersey,"Little Ferry borough, Bergen County",10626,7200.1
5411,Florida,"Watergate CDP, Palm Beach County",2942,7201.2
21876,New Jersey,"Haledon borough, Passaic County",8318,7203.9
4872,Florida,"Highland Beach town, Palm Beach County",3539,7209.3
4689,Florida,"Coral Terrace CDP, Miami-Dade County",24376,7221.5
30836,Pennsylvania,"Mount Penn borough, Berks County",3106,7225.9
23477,New York,"Fairview CDP (Westchester County), Westchester County",3099,7238.3
29434,Pennsylvania,"Coatesville city, Chester County",13100,7240.2
28762,Oregon,"Oak Hills CDP, Washington County",11333,7247.2
23919,New York,"Lindenhurst village, Suffolk County",27253,7247.8
2861,California,"Linnell Camp CDP, Tulare County",849,7248.3
37655,Washington,"Seattle city, King County",608660,7250.9
2430,California,"Cypress city, Orange County",47802,7263.6
40701,Puerto Rico,"Las Carolinas comunidad, Caguas Municipio",2570,7275.5
40615,Puerto Rico,Juana D�_az Municipio (part),3471,7301.1
4047,Colorado,"Shaw Heights CDP, Adams County",5116,7303.5
40719,Puerto Rico,"Luquillo zona urbana, Luquillo Municipio",7761,7305.8
5320,Florida,"South Miami Heights CDP, Miami-Dade County",35696,7307.1
23481,New York,"Farmingdale village, Nassau County",8189,7307.1
31376,Pennsylvania,"Rockledge borough, Montgomery County",2543,7313.5
21796,New Jersey,"Elmwood Park borough, Bergen County",19403,7327.9
4624,Florida,"Broadview Park CDP, Broward County",7125,7330.1
30003,Pennsylvania,"Glenolden borough, Delaware County",7153,7337.9
34218,Texas,"East Alto Bonito CDP, Starr County",824,7341.8
12864,Maryland,"Glassmanor CDP, Prince George's County",17295,7357
3102,California,"Oxnard city, Ventura County",197899,7358.4
35740,Texas,"West University Place city, Harris County",14787,7378.5
35306,Texas,"Rio Bravo city, Webb County",4794,7379.1
31511,Pennsylvania,"Sharon Hill borough, Delaware County",5697,7382.8
22190,New Jersey,"Ridgefield Park village, Bergen County",12729,7385.6
3778,Colorado,"Edgewater city, Jefferson County",5170,7386
20127,Missouri,"Wilbur Park village, St. Louis County",471,7391.5
5259,Florida,"Roosevelt Gardens CDP, Broward County",2456,7392
24508,New York,"Rockville Centre village, Nassau County",24023,7398
19350,Missouri,"Flordell Hills city, St. Louis County",822,7409.3
34933,Texas,"Miguel Barrera CDP, Starr County",128,7411.9
11208,Kentucky,Parkway Village city,650,7421.6
11328,Kentucky,"Parkway Village city, Jefferson County",650,7421.6
19759,Missouri,"Norwood Court town, St. Louis County",959,7425
22026,New Jersey,"Maywood borough, Bergen County",9555,7428
33822,Texas,"B and E CDP, Starr County",518,7432.2
2698,California,"Home Gardens CDP, Riverside County",11570,7435.7
27538,Ohio,"University Heights city, Cuyahoga County",13539,7437.9
24168,New York,"New Rochelle city, Westchester County",77062,7445.4
30815,Pennsylvania,"Morton borough, Delaware County",2669,7450.7
21732,New Jersey,"Clifton city, Passaic County",84136,7472
34952,Texas,Mission Bend CDP,36501,7474.5
31763,Pennsylvania,"Swissvale borough, Allegheny County",8983,7480.2
23724,New York,"Herricks CDP, Nassau County",4295,7490.4
5332,Florida,"Stacey Street CDP, Palm Beach County",858,7490.7
6366,Hawaii,"Waimalu CDP, Honolulu County",13730,7498.7
2996,California,"Montebello city, Los Angeles County",62500,7500.7
3284,California,"San Bruno city, San Mateo County",41114,7505
40712,Puerto Rico,"Lo�_za zona urbana, Lo�_za Municipio",3875,7505.6
23618,New York,"Great Neck village, Nassau County",9989,7516.4
23685,New York,"Harbor Isle CDP, Nassau County",1301,7517.1
3396,California,"South Pasadena city, Los Angeles County",25619,7523
3573,California,"West Menlo Park CDP, San Mateo County",3659,7526.9
28968,Pennsylvania,"Ambler borough, Montgomery County",6417,7529.6
4050,Colorado,"Sherrelwood CDP, Adams County",18287,7530
40604,Puerto Rico,"Caguas zona urbana, Caguas Municipio",82243,7534.2
36550,Virginia,"Bethel Manor CDP, York County",3792,7540.2
24223,New York,"North New Hyde Park CDP, Nassau County",14899,7552.7
7295,Illinois,"Highwood city, Lake County",5405,7568
5427,Florida,"Westchester CDP, Miami-Dade County",29862,7577.2
31007,Pennsylvania,"Norwood borough, Delaware County",5890,7579
28689,Oregon,"Labish Village CDP, Marion County",412,7580
3147,California,"Pico Rivera city, Los Angeles County",62942,7587.5
24193,New York,"North Amityville CDP, Suffolk County",17862,7587.5
24146,New York,"Newburgh city, Orange County",28866,7587.7
22097,New Jersey,"North Middletown CDP, Monmouth County",3295,7593.9
3826,Colorado,"Glendale city, Arapahoe County",4184,7596.8
21957,New Jersey,"Lakewood CDP, Ocean County",53805,7601.8
5431,Florida,"West Little River CDP, Miami-Dade County",34699,7606.4
2425,California,"Culver City city, Los Angeles County",38883,7607.2
24199,New York,"North Bellmore CDP, Nassau County",19941,7610.4
23900,New York,"Levittown CDP, Nassau County",51881,7617.2
24896,New York,"Watervliet city, Albany County",10254,7621
22866,New York,"Albertson CDP, Nassau County",5182,7625.5
30306,Pennsylvania,"Jenkintown borough, Montgomery County",4422,7628.3
29026,Pennsylvania,"Avalon borough, Allegheny County",4705,7629.8
21738,New Jersey,"Collingswood borough, Camden County",13926,7639.4
40617,Puerto Rico,"Carolina zona urbana, Carolina Municipio",157832,7642.2
2645,California,"Greenfield city, Monterey County",16330,7648.1
2262,California,"Buena Park city, Orange County",80530,7652.1
3556,California,"Watsonville city, Santa Cruz County",51199,7656.6
34953,Texas,Fort Bend County (part),24085,7663.5
12667,Maryland,Baltimore city,620961,7671.5
5247,Florida,"Richmond West CDP, Miami-Dade County",31973,7671.7
30256,Pennsylvania,"Ingram borough, Allegheny County",3330,7672.2
2340,California,"Channel Islands Beach CDP, Ventura County",3103,7684
36796,Virginia,"Hybla Valley CDP, Fairfax County",15801,7687
3165,California,"Placentia city, Orange County",50533,7693.9
24017,New York,"Massapequa Park village, Nassau County",17008,7696.5
35955,Utah,"Kearns CDP, Salt Lake County",35731,7717
7259,Illinois,Cook County (part),20636,7719.3
21904,New Jersey,"Highland Park borough, Middlesex County",13982,7728.1
23727,New York,"Hewlett CDP, Nassau County",6819,7738.8
22243,New Jersey,"Singac CDP, Passaic County",3618,7763.6
2118,California,"Alondra Park CDP, Los Angeles County",8592,7764.5
3091,California,"Pleasure Point CDP, Santa Cruz County",5846,7768.3
21909,New Jersey,"Hillside township, Union County",21404,7784
4922,Florida,"Ives Estates CDP, Miami-Dade County",19525,7804
5349,Florida,"Tamiami CDP, Miami-Dade County",55271,7819.7
5206,Florida,"Pine Manor CDP, Lee County",3428,7826.5
13413,Massachusetts,"Lowell city, Middlesex County",106519,7842.1
4995,Florida,"Lauderhill city, Broward County",66887,7843.8
22098,New Jersey,"North Plainfield borough, Somerset County",21936,7850
29485,Pennsylvania,"Conshohocken borough, Montgomery County",7833,7850.6
2999,California,"Monterey Park city, Los Angeles County",60269,7855.8
21896,New Jersey,"Hasbrouck Heights borough, Bergen County",11842,7865.4
40605,Puerto Rico,"Calzada comunidad, Ponce Municipio",191,7881
2573,California,"Foothill Farms CDP, Sacramento County",33121,7889.8
24821,New York,"University Gardens CDP, Nassau County",4226,7925.7
23558,New York,"Garden City Park CDP, Nassau County",7806,7929.3
13002,Maryland,"New Carrollton city, Prince George's County",12135,7937.5
30250,Pennsylvania,"Indiana borough, Indiana County",13975,7943.6
12701,Maryland,"Brentwood town, Prince George's County",3046,7946.7
6745,Illinois,"Bellwood village, Cook County",19071,7953.1
22210,New Jersey,"Roselle borough, Union County",21085,7953.5
34321,Texas,"Flor del Rio CDP, Starr County",122,7956.4
24291,New York,"Ossining village, Westchester County",25060,7957.4
23017,New York,"Binghamton University CDP, Broome County",6177,7965.3
30377,Pennsylvania,"Kutztown University CDP, Berks County",2918,7970.7
2242,California,"Bostonia CDP, San Diego County",15379,7973.4
40683,Puerto Rico,"Jayuya zona urbana, Jayuya Municipio",2759,7975.1
21775,New Jersey,"East Franklin CDP, Somerset County",8669,7983.3
13664,Massachusetts,"Watertown Town city, Middlesex County",31915,7992.2
36524,Virginia,"Arlington CDP, Arlington County",207627,7993.5
29010,Pennsylvania,"Aspinwall borough, Allegheny County",2801,7997.9
12938,Maryland,"Leisure World CDP, Montgomery County",8749,8000.7
3313,California,"San Pasqual CDP, Los Angeles County",2041,8001.1
34738,Texas,"Las Lomas CDP, Starr County",3147,8004.5
3309,California,"San Mateo city, San Mateo County",97207,8014
12982,Maryland,"Montgomery Village CDP, Montgomery County",32032,8017.7
13124,Maryland,"Takoma Park city, Montgomery County",16715,8027.5
3452,California,"Tara Hills CDP, Contra Costa County",5126,8028.2
2946,California,"Mayflower Village CDP, Los Angeles County",5515,8030.2
34221,Texas,"East Lopez CDP, Starr County",166,8030.2
24180,New York,Richmond County,468730,8030.3
24725,New York,"Staten Island borough, Richmond County",468730,8030.3
3121,California,"Parklawn CDP, Stanislaus County",1337,8045.1
23982,New York,"Malverne village, Nassau County",8514,8048.7
7687,Illinois,"Norridge village, Cook County",14572,8049.5
3034,California,"National City city, San Diego County",58582,8050.4
5401,Florida,"Virginia Gardens village, Miami-Dade County",2375,8062.3
34673,Texas,"La Esperanza CDP, Starr County",229,8079
2537,California,"Emeryville city, Alameda County",10080,8091.7
2891,California,"Los Angeles city, Los Angeles County",3792621,8092.3
24080,New York,"Monsey CDP, Rockland County",18412,8101.2
22957,New York,"Baldwin CDP, Nassau County",24033,8110.6
28678,Oregon,"Johnson City city, Clackamas County",566,8123.7
32112,Pennsylvania,"West Lawn CDP, Berks County",1715,8137.2
2586,California,"Foster City city, San Mateo County",30567,8137.6
30628,Pennsylvania,"Mahanoy City borough, Schuylkill County",4162,8165.6
5322,Florida,"South Pasadena city, Pinellas County",4964,8171.6
2787,California,"La Habra city, Orange County",60239,8173.6
3020,California,"Mountain View CDP, Contra Costa County",2372,8182.2
32320,Rhode Island,"Pawtucket city, Providence County",71148,8195
30400,Pennsylvania,"Lancaster city, Lancaster County",59322,8210
5281,Florida,"San Castle CDP, Palm Beach County",3428,8220.7
5095,Florida,"Naples Manor CDP, Collier County",5562,8239.4
32261,Pennsylvania,"York city, York County",43718,8260.3
22154,New Jersey,"Plainfield city, Union County",49808,8270.1
40703,Puerto Rico,"Las Mar�_as comunidad, A̱asco Municipio",2049,8273.8
39965,Wisconsin,"Shorewood village, Milwaukee County",13162,8276.4
40640,Puerto Rico,"Coto Laurel comunidad, Ponce Municipio",3047,8277.6
29094,Pennsylvania,"Bellevue borough, Allegheny County",8370,8295.7
22373,New Jersey,"Winfield township, Union County",1471,8320.1
13194,Massachusetts,"Arlington CDP, Middlesex County",42844,8325.7
13193,Massachusetts,"Arlington town, Middlesex County",42844,8325.7
24344,New York,"Pelham village, Westchester County",6910,8332.8
3543,California,"Contra Costa Centre CDP, Contra Costa County",5364,8360.4
22102,New Jersey,"Nutley township, Essex County",28370,8384.1
34246,Texas,"El Cenizo CDP, Starr County",249,8384.8
13417,Massachusetts,"Lynn city, Essex County",90329,8409.5
3265,California,"Rouse CDP, Stanislaus County",2005,8411.9
5433,Florida,"West Miami city, Miami-Dade County",5965,8417.6
2993,California,"Montalvin Manor CDP, Contra Costa County",2876,8426.4
2846,California,"Lemon Hill CDP, Sacramento County",13729,8440.4
3303,California,"San Lorenzo CDP, Alameda County",23452,8486.6
2816,California,"Lakewood city, Los Angeles County",80048,8502.4
30865,Pennsylvania,"Narberth borough, Montgomery County",4282,8514.3
36863,Virginia,"McNair CDP, Fairfax County",17513,8562
5119,Florida,"North Miami Beach city, Miami-Dade County",41523,8602.2
2822,California,"La Palma city, Orange County",15568,8612.6
6354,Hawaii,"Wahiawa CDP, Honolulu County",17821,8618.1
4622,Florida,"Briny Breezes town, Palm Beach County",601,8627.9
40716,Puerto Rico,"Los Prados comunidad, Caguas Municipio",2129,8630.3
21704,New Jersey,"Camden city, Camden County",77344,8669.6
20073,Missouri,"Velda City city, St. Louis County",1420,8679.1
5321,Florida,"South Palm Beach town, Palm Beach County",1171,8686.3
13245,Massachusetts,"Brookline CDP, Norfolk County",58732,8701
13244,Massachusetts,"Brookline town, Norfolk County",58732,8701
40571,Puerto Rico,"Aguada zona urbana, Aguada Municipio",3212,8708.4
31136,Pennsylvania,"Pennsbury Village borough, Allegheny County",661,8753.1
40802,Puerto Rico,"Sabana Seca comunidad, Toa Baja Municipio",9705,8754.4
29619,Pennsylvania,"Drexel Hill CDP, Delaware County",28043,8779.4
32161,Pennsylvania,"West York borough, York County",4617,8785.7
24246,New York,"Nyack village, Rockland County",6765,8789.4
3055,California,"North El Monte CDP, Los Angeles County",3723,8794.7
13000,Maryland,"Naval Academy CDP, Anne Arundel County",4802,8801
20074,Missouri,"Velda Village Hills village, St. Louis County",1055,8803
4855,Florida,"Hallandale Beach city, Broward County",37113,8804.3
